t_s,bufPctRaw,bufPctSmoothed,bufPctDrawn,redraws,lastSkipReason,wrState
15.7495,0,20,20,218,delta,1
15.7694,0,20,20,218,delta,1
15.8006,0,20,20,218,delta,1
15.8204,0,20,20,218,delta,1
15.8407,0,20,20,218,delta,1
15.8605,0,20,20,218,delta,1
15.8814,0,20,20,218,delta,1
15.9125,0,20,20,218,delta,1
15.9327,0,20,20,218,delta,1
15.9527,0,20,20,218,delta,1
15.9726,0,20,20,218,delta,1
15.9925,0,20,20,218,delta,1
16.0234,0,20,20,218,delta,1
16.0435,0,20,20,218,delta,1
16.0642,0,20,20,218,delta,1
16.0845,0,20,20,218,delta,1
16.1045,0,20,20,218,delta,1
16.1355,0,20,20,218,delta,1
16.1553,0,20,20,218,delta,1
16.1755,0,20,20,218,delta,1
16.1956,0,20,20,218,delta,1
16.2155,0,20,20,218,delta,1
16.2464,0,20,20,218,delta,1
16.2669,0,20,20,218,delta,1
16.2878,0,20,20,218,delta,1
16.3076,0,20,20,218,delta,1
16.3277,0,20,20,218,delta,1
16.3595,0,20,20,218,delta,1
16.3793,0,20,20,218,delta,1
16.4,0,20,20,218,delta,1
16.4205,0,20,20,218,delta,1
16.4406,0,20,20,218,delta,1
16.4727,0,20,20,218,delta,1
16.493,0,20,20,218,delta,1
16.514,0,20,20,218,delta,1
16.5344,0,20,20,218,delta,1
16.5545,0,20,20,218,delta,1
16.5855,0,20,20,218,delta,1
16.6053,0,20,20,218,delta,1
16.6258,0,20,20,218,delta,1
16.6458,0,20,20,218,delta,1
16.6661,0,20,20,218,delta,1
16.6971,0,20,20,218,delta,1
16.7173,0,20,20,218,delta,1
16.7377,0,20,20,218,delta,1
16.7575,0,20,20,218,delta,1
16.7775,0,20,20,218,delta,1
16.8085,0,20,20,218,delta,1
16.8285,0,20,20,218,delta,1
16.8486,0,20,20,218,delta,1
16.8687,0,20,20,218,delta,1
16.8884,0,20,20,218,delta,1
16.9196,0,20,20,218,delta,1
16.9393,0,20,20,218,delta,1
16.9598,0,20,20,218,delta,1
16.9795,0,20,20,218,delta,1
16.9995,0,20,20,218,delta,1
17.0303,0,20,20,218,delta,1
17.0503,0,20,20,218,delta,1
17.0709,0,20,20,218,delta,1
17.0915,0,20,20,218,delta,1
17.1115,0,20,20,218,delta,1
17.1422,0,20,20,218,delta,1
17.1623,0,20,20,218,delta,1
17.1828,0,20,20,218,delta,1
17.2026,0,20,20,218,delta,1
17.2224,0,20,20,218,delta,1
17.2536,0,20,20,218,delta,1
17.2741,0,20,20,218,delta,1
17.295,0,20,20,218,delta,1
17.3158,0,20,20,218,delta,1
17.336,0,20,20,218,delta,1
17.3675,0,20,20,218,delta,1
17.3876,0,20,20,218,delta,1
17.4076,0,20,20,218,delta,1
17.4275,0,20,20,218,delta,1
17.4476,0,20,20,218,delta,1
17.4795,0,20,20,218,delta,1
17.4994,0,20,20,218,delta,1
17.5197,0,20,20,218,delta,1
17.5395,0,20,20,218,delta,1
17.5594,0,20,20,218,delta,1
17.5904,0,20,20,218,delta,1
17.6112,0,20,20,218,delta,1
17.6321,0,20,20,218,delta,1
17.6531,0,20,20,218,delta,1
17.6753,0,20,20,218,delta,1
17.7067,0,20,20,218,delta,1
17.7268,0,20,20,218,delta,1
17.7465,0,20,20,218,delta,1
17.7668,0,20,20,218,delta,1
17.7871,0,20,20,218,delta,1
17.8183,0,20,20,218,delta,1
17.8387,0,20,20,218,delta,1
17.859,0,20,20,218,delta,1
17.8797,0,20,20,218,delta,1
17.9001,0,20,20,218,delta,1
17.9325,0,20,20,218,delta,1
17.9527,0,20,20,218,delta,1
17.9726,0,20,20,218,delta,1
17.9925,0,20,20,218,delta,1
18.0127,0,20,20,218,delta,1
18.0434,0,20,20,218,delta,1
18.0639,0,20,20,218,delta,1
18.0844,0,20,20,218,delta,1
18.1046,0,20,20,218,delta,1
18.1248,0,20,20,218,delta,1
18.1552,0,20,20,218,delta,1
18.1756,0,20,20,218,delta,1
18.1953,0,20,20,218,delta,1
18.2158,0,20,20,218,delta,1
18.2364,0,20,20,218,delta,1
18.2675,0,20,20,218,delta,1
18.2877,0,20,20,218,delta,1
18.3078,0,20,20,218,delta,1
18.3275,0,20,20,218,delta,1
18.3477,0,20,20,218,delta,1
18.3796,0,20,20,218,delta,1
18.3995,0,20,20,218,delta,1
18.4196,0,20,20,218,delta,1
18.4395,0,20,20,218,delta,1
18.4597,0,20,20,218,delta,1
18.4905,0,20,20,218,delta,1
18.5106,0,20,20,218,delta,1
18.5304,0,20,20,218,delta,1
18.5503,0,20,20,218,delta,1
18.5706,0,20,20,218,delta,1
18.6014,0,20,20,218,delta,1
18.6216,0,20,20,218,delta,1
18.6416,0,20,20,218,delta,1
18.6615,0,20,20,218,delta,1
18.6816,0,20,20,218,delta,1
18.7124,0,20,20,218,delta,1
18.7328,0,20,20,218,delta,1
18.7525,0,20,20,218,delta,1
18.7724,0,20,20,218,delta,1
18.7929,0,20,20,218,delta,1
18.8249,0,20,20,218,delta,1
18.8457,0,20,20,218,delta,1
18.8655,0,20,20,218,delta,1
18.8853,0,20,20,218,delta,1
18.9056,0,20,20,218,delta,1
18.9364,0,20,20,218,delta,1
18.9566,0,20,20,218,delta,1
18.9765,0,20,20,218,delta,1
18.9965,0,20,20,218,delta,1
19.0167,0,20,20,218,delta,1
19.0474,0,20,20,218,delta,1
19.0681,0,20,20,218,delta,1
19.089,0,20,20,218,delta,1
19.1115,0,20,20,218,delta,1
19.1314,0,20,20,218,delta,1
19.1624,0,20,20,218,delta,1
19.1825,0,20,20,218,delta,1
19.2024,0,20,20,218,delta,1
19.2227,0,20,20,218,delta,1
19.2425,0,20,20,218,delta,1
19.2737,0,20,20,218,delta,1
19.2935,0,20,20,218,delta,1
19.3133,0,20,20,218,delta,1
19.3338,0,20,20,218,delta,1
19.3545,0,20,20,218,delta,1
19.3857,0,20,20,218,delta,1
19.4054,0,20,20,218,delta,1
19.4254,0,20,20,218,delta,1
19.4457,0,20,20,218,delta,1
19.4656,0,20,20,218,delta,1
19.4966,0,20,20,218,delta,1
19.5165,0,20,20,218,delta,1
19.5365,0,20,20,218,delta,1
19.5565,0,20,20,218,delta,1
19.5764,0,20,20,218,delta,1
19.6077,0,20,20,218,delta,1
19.6278,0,20,20,218,delta,1
19.6477,0,20,20,218,delta,1
19.6678,0,20,20,218,delta,1
19.6885,0,20,20,218,delta,1
19.7195,0,20,20,218,delta,1
19.7396,0,20,20,218,delta,1
19.7597,0,20,20,218,delta,1
19.7805,0,20,20,218,delta,1
19.8013,0,20,20,218,delta,1
19.8323,0,20,20,218,delta,1
19.8525,0,20,20,218,delta,1
19.8724,0,20,20,218,delta,1
19.8926,0,20,20,218,delta,1
19.9126,0,20,20,218,delta,1
19.9433,0,20,20,218,delta,1
