t_s,bufPctRaw,bufPctSmoothed,bufPctDrawn,redraws,lastSkipReason,wrState
16.9603,21,21,21,97,delta,2
16.9914,21,21,21,97,delta,2
17.0115,21,21,21,97,delta,2
17.0315,21,21,21,97,delta,2
17.052,21,21,21,97,delta,2
17.073,21,21,21,97,delta,2
17.1041,21,21,21,97,delta,2
17.1243,21,21,21,97,delta,2
17.1445,21,21,21,97,delta,2
17.165,21,21,21,97,delta,2
17.1857,21,21,21,97,delta,2
17.2205,21,21,21,97,delta,2
17.2425,21,21,21,97,delta,2
17.263,21,21,21,97,delta,2
17.2838,21,21,21,97,delta,2
17.3047,21,21,21,97,delta,2
17.336,21,21,21,97,delta,2
17.3563,21,21,21,97,delta,2
17.3766,21,21,21,97,delta,2
17.3986,21,21,21,97,delta,2
17.4217,21,21,21,97,delta,2
17.4555,21,21,21,97,delta,2
17.4759,21,21,21,97,delta,2
17.4969,21,21,21,97,delta,2
17.5173,21,21,21,97,delta,2
17.5379,21,21,21,97,delta,2
17.5693,21,21,21,97,delta,2
17.5897,21,21,21,97,delta,2
17.6104,21,21,21,97,delta,2
17.6305,21,21,21,97,delta,2
17.6511,21,21,21,97,delta,2
17.6862,21,21,21,97,delta,2
17.7064,21,21,21,97,delta,2
17.7265,21,21,21,97,delta,2
17.7489,21,21,21,97,delta,2
17.7695,21,21,21,97,delta,2
17.8025,21,21,21,97,delta,2
17.8225,21,21,21,97,delta,2
17.8426,21,21,21,97,delta,2
17.8629,21,21,21,97,delta,2
17.8844,21,21,21,97,delta,2
17.9156,21,21,21,97,delta,2
17.9364,21,21,21,97,delta,2
17.9564,21,21,21,97,delta,2
17.9768,21,21,21,97,delta,2
17.9982,21,21,21,97,delta,2
18.0295,21,21,21,97,delta,2
18.0516,21,21,21,97,delta,2
18.0735,21,21,21,97,delta,2
18.0947,21,21,21,97,delta,2
18.1163,21,21,21,97,delta,2
18.1492,21,21,21,97,delta,2
18.1695,21,21,21,97,delta,2
18.1909,21,21,21,97,delta,2
18.2115,21,21,21,97,delta,2
18.2323,21,21,21,97,delta,2
18.2644,21,21,21,97,delta,2
18.2846,21,21,21,97,delta,2
18.3065,21,21,21,97,delta,2
18.3264,21,21,21,97,delta,2
18.3463,21,21,21,97,delta,2
18.3781,21,21,21,97,delta,2
18.3982,21,21,21,97,delta,2
18.4186,21,21,21,97,delta,2
18.4404,21,21,21,97,delta,2
18.4606,21,21,21,97,delta,2
18.4954,21,21,21,97,delta,2
18.5153,21,21,21,97,delta,2
18.5357,21,21,21,97,delta,2
18.5581,21,21,21,97,delta,2
18.5814,21,21,21,97,delta,2
18.6124,21,21,21,97,delta,2
18.6327,21,21,21,97,delta,2
18.6533,21,21,21,97,delta,2
18.6736,21,21,21,97,delta,2
18.6958,21,21,21,97,delta,2
18.7297,21,21,21,97,delta,2
18.7513,21,21,21,97,delta,2
18.7713,21,21,21,97,delta,2
18.7917,21,21,21,97,delta,2
18.8124,21,21,21,97,delta,2
18.8448,21,21,21,97,delta,2
18.8655,21,21,21,97,delta,2
18.8856,21,21,21,97,delta,2
18.9075,21,21,21,97,delta,2
18.9294,21,21,21,97,delta,2
18.9622,21,21,21,97,delta,2
18.9823,21,21,21,97,delta,2
19.003,21,21,21,97,delta,2
19.024,21,21,21,97,delta,2
19.0443,21,21,21,97,delta,2
19.0766,21,21,21,97,delta,2
19.0974,21,21,21,97,delta,2
19.1185,21,21,21,97,delta,2
19.1404,21,21,21,97,delta,2
19.1628,21,21,21,97,delta,2
19.1945,21,21,21,97,delta,2
19.2147,21,21,21,97,delta,2
19.236,21,21,21,97,delta,2
19.2565,21,21,21,97,delta,2
19.2788,21,21,21,97,delta,2
19.3126,21,21,21,97,delta,2
19.3332,21,21,21,97,delta,2
19.3533,21,21,21,97,delta,2
19.374,21,21,21,97,delta,2
19.3946,21,21,21,97,delta,2
19.4266,21,21,21,97,delta,2
19.4469,21,21,21,97,delta,2
19.4676,21,21,21,97,delta,2
19.4896,21,21,21,97,delta,2
19.5114,21,21,21,97,delta,1
20.0668,0,21,21,97,delta,1
20.1685,0,21,21,97,delta,1
20.1896,0,21,21,97,delta,1
20.2103,0,21,21,97,delta,1
20.2314,0,21,21,97,delta,1
20.2623,0,21,21,97,delta,1
20.2821,0,21,21,97,delta,1
20.3019,0,21,21,97,delta,1
20.322,0,21,21,97,delta,1
20.3422,0,21,21,97,delta,1
20.3727,0,21,21,97,delta,1
20.3931,0,21,21,97,delta,1
20.4128,0,21,21,97,delta,1
20.4402,0,0,0,97,delta,1
20.5276,0,0,0,97,delta,2
20.5952,0,0,0,97,delta,2
20.6202,0,0,0,97,delta,2
